22.451204	315420051392040979	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		현대 3사 장외거래 개시	"(서울=聯合) 4일부터 현대중공업, 현대산업개발, 현대엘리베이터 등 현대 3社의 주식이 장외시장을 통해 거래된다.

이들 기업은 지난 달 21일 증권업협회에 장외등록을 신청했으며  27일  등록이 수리된 뒤 1주일간의 공시기간을 거쳐 이날 매매가 개시된 것이다.

3社 주식의 매매기준가는 중공업이 3만5천원, 산업개발과 엘리베이터가 각각  2만2천원으로 설정됐다.

그러나 기준가가 시장평가가격을 밑돌아 주식보유자들이 거래가격 상승을  기다릴 것으로 예상돼 당분간 팔려는 매물이 없어 거래는 활발하지 않을 것으로 보인다.

현재 증시에서는 중공업이 주당 7만5천-8만원, 산업개발과 엘리베이터는  4만-4만5천원 선으로 평가되고 있다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0003785306	[]	1994-07-02
31.687393	317183417756291136	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		통영 5개 조선업체 지역출신 우대..협약체결	"통영출신 우대합니다
(고성=연합뉴스) 성동조선해양㈜과 SPP조선㈜, SLS조선㈜, ㈜21세기조선, 삼호조선㈜ 등 경남 통영시에 있는 4개 조선소와 블록제작업체인 ㈜가야중공업이 9일 시청에서 지역인재를 우선적으로 채용하는 내용의 상호협약을 통영시와 맺고 있다. 2009.12.9 >


(통영=연합뉴스) 이정훈 기자 = 경남 통영지역 5개 조선업체들이 앞으로 신규직원을 채용할 때 지역출신을 우대한다.

성동조선해양㈜, SPP조선㈜, SLS조선㈜, ㈜21세기조선, 삼호조선㈜ 등 4개 조선소와 블록제작업체인 ㈜가야중공업은 9일 시청에서 지역인재를 우선적으로 채용하는 내용의 상호협약을 통영시와 맺었다.

이들 업체들은 협약식을 한 이날부터 신규직원 채용때 지역학교 출신을 우대채용하기 위해 공동노력하기로 했다.

대상은 가족관계 등록부상 주소가 통영이거나 통영지역 초ㆍ중ㆍ고등학교와 대학교를 나온 졸업생으로 한정했다.

그러나 협약자체가 선언적 내용을 담은 수준이어서 강제할 방법이 없는데다 향후 조선경기가 불확실해 실제로 지역인재를 우선채용하는데 도움이 될지는 미지수라는 지적도 있다.

통영시 관계자는 ""이번 협약체결이 지역인재들이 일자리를 얻는데 큰 역할을 할 것으로 기대된다""며 경기가 좋아지는 2010년 하반기부터는 상당한 인원이 수혜를 받을 것으로 예상된다""고 말했다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0003016746	['https://cdn-haystack.snek.ai/news/economy/2009/12/09/317183417756291136/000-0732e197cdecede7eeb6765b0c847016af944ebc.jpg']	2009-12-09
28.3542	317177723959250949	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		"""고맙다 조선소"" 통영 광도면 인구 `쑥쑥'"	"""광도면 전입 축하합니다""
(통영=연합뉴스) 경남 통영시 광도면 강정관 면장(오른쪽)이 지난달 30일 1만9천번째 전입자인 임재훈(39)씨에게 축하화분을 건네고 있다. 광도면에는 2000년대 이후 조선업체들 입주하면서 일자리가 늘어나 면인구가 최근 4년사이 2.5배가량 증가했다. 2009.12.3 >


조선업체들 입주하면서 가파른 상승세..4년여만에 2.5배 

(통영=연합뉴스) 이정훈 기자 = 조선소 가동으로 일자리가 늘어난 경남 통영시 광도면의 인구가 매년 큰 폭으로 증가하고 있다.

3일 통영시에 따르면 2004년 2월말 7천510명에 불과했던 광도면의 인구가 2005년말 1만973명으로 1만명을 넘더니 지난달 30일에는 1만9천명을 넘어섰다.

통영시내 18개 읍ㆍ면ㆍ동 가운데 인구수 뿐 아니라 증가율에서도 단연 '톱'이다.

농ㆍ어업이 중심이던 광도면은 2000년대 이후 안정국가산업단지내에 성동조선해양, SPP조선, 가야중공업 등 신조선업체와 블록제작업체들이 입주하거나 생산시설을 확대하면서 인구가 급증하는 추세다.

안정공단조선단지협의회 통계를 보면 3개 조선업체 고용인원은 2004년 2천100여명, 2005년 3천200여명, 2006년 5천100여명, 2007년 7천200여명으로 가파르게 상승했다.

올해는 성동조선해양 8천여명, SPP조선 1천500여명, 가야중공업 700여명 등 1만200여명에 달하고 있다.

일자리 증가로 상주인구가 늘면서 안정공단 주변과 죽림매립지 신도시 등 광도면 곳곳에는 이들을 수용할 아파트 단지와 다가구주택, 음식점 등이 들어서 면전체가 활기를 띠고 있다.

강정관 면장은 ""조선 일자리 증가와 죽림신도시 주택건설 붐이 맞물리면서 인구가 크게 증가하고 있다""며 ""이런 추세라면 내년말 면인구가 2만5천명에 이를 전망이다""고 말했다.

반면, 통영시내 다른 읍ㆍ면ㆍ동은 인구가 광도면으로 유출되면서 일부 도심권은 공동화 현상까지 나타나고 있다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0003006513	['https://cdn-haystack.snek.ai/news/economy/2009/12/03/317177723959250949/000-0f595cbdbb9e0b314036854f5b462d372eceff34.jpg']	2009-12-03
26.212822	317144875952902201	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		통영 광도면에 조선기자재 산업단지	"통영 안정일반산업단지 조감도
(통영=연합뉴스) 오는 2013년까지 통영시 광도면 안정리 일대에 조성되는 안정일반산업단지 조감도. 2009.11.1 >


(통영=연합뉴스) 이정훈 기자 = 경남 통영시 광도면 안정리 일대에 조선기자재와 운송장비제조를 중심으로 하는 산업단지가 조성된다.

1일 통영시에 따르면 최근 열린 경남도지방산업단지계획 심의위원회에서 안정일반산업단지계획이 승인됨에 따라 단지조성에 필요한 모든 행정절차가 끝났다.

성진지오텍과 가야중공업 등이 참여한 안정지구사업단㈜이 3천783억원의 민간자본을 투자해 안정리 일대 공유수면을 매립하는 방법으로 130만6천555㎡의 산업단지를 조성한다.

토지보상과 매립지역에 대한 어업권 보상이 끝나면 본격 공사에 들어가 2013년께 마칠 계획이다.

이 곳에는 조선기자재와 기타 운송장비 제조업종이 입주한다.

통영시 광도면 일대는 성동조선해양과 SPP조선, SLS조선 등 중ㆍ대형 조선소의 야드나 블록공장이 산재해 있는 곳으로 조선소 확장이 계속되면서 용지부족 현상이 빚어졌다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0002950709	['https://cdn-haystack.snek.ai/news/economy/2009/11/01/317144875952902201/000-4227639860b3654c1935a60606f112c345618315.jpg']	2009-11-01
26.199812	316938033607872542	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		통영 안정.덕포産團 2012년까지 조성	"통영 안정.덕포일반산단 2012년까지 조성
(통영=연합뉴스) 이정훈 기자 =  경남 통영시 광도면 안정리와 덕포리 일대에 2012년말까지 조성되는 안정.덕포일반산업단지 항공사진. 2009.3.31 >


(통영=연합뉴스) 이정훈 기자 = 경남 통영시 광도면 일대에 2012년까지 조선관련 업체들이 입주하는 일반산업단지가 조성된다.

31일 통영시에 따르면 이날 광도면 안정리, 덕포리 일대 공유수면 등을 매립해 일반산업단지를 조성하는 계획승인 신청서를 경남도에 제출했다.

통영시는 이에 앞서 2007년 5월 일반산업단지 조성용역을 시작으로 지난해 7월 국토해양부 중앙연안관리심의회로부터 해당지역의 공유수면 매립을 허용하는 공유수면매립 기본계획 변경승인을 받았다.

안정일반산업단지(133만5천㎡) 조성에는 ㈜가야중공업과 성진지우텍㈜, 안정개발㈜, 안정건설㈜ 등 4개 회사가 참여하며 덕포일반산업단지(102만1천㎡)는 SPP조선㈜, SLS조선㈜, ㈜동원개발, ㈜삼미건설 4개사가 개발한다.

두 곳의 알반산단 조성에는 민간자본 7천억원 가량이 투입될 예정이며 2012년 12월 조성을 끝낸 뒤 조선관련 기업체들이 입주하게 된다.

통영시는 올 7월 사업승인이 떨어지면 본격적인 산업단지 조성에 나설 예정이다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0002581851	['https://cdn-haystack.snek.ai/news/economy/2009/03/31/316938033607872542/000-dc670c33a8c6d18b9caa4157ea6c757b6c165347.jpg']	2009-03-31
30.307966	321997566810132513	news	economy	"""가야중공업"""	"""가야중공업"""	연합뉴스		통영 안정일반산업단지 조성 본격화 2016년말 완공	"통영 안정일반산업단지 조감도
(통영=연합뉴스) 김재홍 기자 = 경남 통영시는 최근 안정일반산업단지 내 산업시설 용지 분양을 사실상 마무리하고 오는 12월 중에 기공식을 한다. 사진은 안정일반산업단지 조감도. 2013.11.25 >


(통영=연합뉴스) 김재홍 기자 = 경남 통영시 광도면에 있는 안정일반산업단지의 조성이 2016년 12월에 마무리될 전망이다. 

통영시는 최근 안정일반산업단지 내 산업시설 용지 분양을 사실상 마무리하고 오는 12월 중에 기공식을 한다고 25일 밝혔다. 

안정일반산업단지는 전체 부지면적이 130만1천939㎡다. 2016년 12월까지 총사업비 3천595억원이 투입된다. 

이중 산업용지의 면적은 전체의 66.7%인 86만8천745㎡인데 포스코플랜텍㈜과 ㈜가야중공업이 이 부지를 사용하기로 했다.

플랜트 설비 전문 중견업체인 포스코플랜텍㈜은 경북 포항에 본사를 두고 있다. 통영시가 처음으로 대기업을 유치한 사례가 됐다.  

안정일반산업단지는 2006년 지구지정 이후 2010년 1월 8일 경남도로부터 최종 산업단지계획 승인을 받았다.

포스코플랜텍㈜, ㈜가야중공업, 안정개발㈜, 안정건설㈜을 출자자 겸 실수요자로 한 직접개발방식으로 사업이 추진됐다. 

그러나 세계 금융위기와 조선경기 악화 등의 영향으로 최근까지 착공을 못 했다. 

안정일반산업단지에는 도로와 공원 등 기반시설 외에 산업단지 시설과 해상플랜트 생산 시설이 들어설 예정이다.

통영시는 향후 4천500여명의 추가 고용과 1만명의 인구증가, 생산유발 4천500억원, 소비유발 9천억원은 물론 지방세수 증가 등 침체해 있는 지역 경기에 활력을 불어넣을 것으로 기대하고 있다."	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0006615503	['https://cdn-haystack.snek.ai/news/economy/2013/11/25/321997566810132513/000-a42c14d957b11d1df2ebe706238d1638ebe406d2.jpg']	2013-11-25
21.987122	321663929040375814	news	economy	"""가야중공업"""	"""가야중공업"""	헤럴드경제		<창사 60돌 재창간 10돌 - 창조경제, 재계가 뛴다> 녹색성장 통해 ‘상생 · 발전’ 두토끼 잡기	"삼성중공업이 녹색 성장을 통해 상생과 발전의 두마리 토끼를 동시에 잡고 있다. 

삼성중공업은 올해 초 40개 협력회사와 함께 '대중소(大中小) 그린파트너십 사업 발대식을 개최했다. 그린파트너십 사업은 대기업의 녹색경영 및 청정생산 노하우를 중소 협력사에 전수함으로써 환경 위기에 공동 대응하기 위해 정부가 추진하는 사업으로, 조선업계에서는 삼성중공업이 참여하고 있다.

삼성중공업은 협력회사에 청정생산 기술 이전, 녹색경영 시스템 구축 등을 통해 중소 기자재업체의 녹색성장을 돕고 있다. 지원 대상 기업은 조선해양 기자재를 생산하는 중소 협력회사 40곳으로, 앞으로 2년간 1년에 20개사씩 지원한다. 

삼성중공업은 대중소 그린파트너십 사업을 통해 협력회사의 에너지 사용량과 각종 폐기물 발생량이 평균 5% 가량 저감되고, 협력회사의 업무효율이 개선되고 각종 글로벌 환경규제에 대한 대응능력도 보다 강화될 것으로 기대하고 있다.

삼성중공업은 지난 1월 25일 가야중공업 등 20여개 주요 협력사와 함께 대중소 그린파트너십 협약을 체결했다.
 ［사진제공=삼성중공업］
또 오랜 기간 축적해 온 녹색경영 기술과 노하우를 협력회사에 전파함으로써 녹색분야에서 동반성장을 이룰 것으로 기대하고 있으며, 기자재 협력회사의 녹색성장은 국내 조선산업의 경쟁력 강화에도 기여하게 될 것으로 보고 있다. 

이외에도 삼성중공업은 동반성장 협약 체결, 물품대금 조기지급 등을 통해 협력사 및 기자재업체와의 상생을 이어가고 있다. 지난 해까지 기업은행과 함께 약 3000억원 규모의 동반성장 펀드를 조성해 협력회사가 기준 금리보다 낮은 이율로 대출받을 수 있도록 돕고 있다. 

또 하도급 대금 지급 횟수를 월 3회로 늘려 현금으로 지급하고, 명절 때에는 물품대금을 당초 지급일보다 1주일 빨리 지급하는 등 협력사들아 자금난을 최소화할 수 있도록 배려하고 있다. 

삼성중공업 관계자는 ""지난 2011년 삼성그룹 계열사와 공동으로 협력사 동반성장 협약을 체결했고 지난 해 3월에도 1,2차 협력사와 함께 공정거래 및 동반성장 협약을 맺은 바 있다""며 ""앞으로도 협력사와의 상생 발전을 위해 힘쓸 것""이라고 말했다."	http://biz.heraldcorp.com/view.php?ud=20130515000701	['https://cdn-haystack.snek.ai/news/economy/2013/05/20/321663929040375814/000-facd6952a55888c199e65e7414097a3d0dc91c61.jpg']	2013-05-20
21.942667	321663928952295452	news	economy	"""가야중공업"""	"""가야중공업"""	헤럴드POP		<재창간특집>삼성重, ‘그린파트너십’으로 상생ㆍ성장 동시에 잡는다	"[헤럴드경제=박수진 기자] 삼성중공업이 녹색 성장을 통해 상생과 발전의 두마리 토끼를 동시에 잡고 있다. 

삼성중공업은 올해 초 40개 협력회사와 함께 '대중소(大中小) 그린파트너십 사업 발대식을 개최했다. 그린파트너십 사업은 대기업의 녹색경영 및 청정생산 노하우를 중소 협력사에 전수함으로써 환경 위기에 공동 대응하기 위해 정부가 추진하는 사업으로, 조선업계에서는 삼성중공업이 참여하고 있다.

삼성중공업은 협력회사에 청정생산 기술 이전, 녹색경영 시스템 구축 등을 통해 중소 기자재업체의 녹색성장을 돕고 있다. 지원 대상 기업은 조선해양 기자재를 생산하는 중소 협력회사 40곳으로, 앞으로 2년간 1년에 20개사씩 지원한다. 

삼성중공업은 대중소 그린파트너십 사업을 통해 협력회사의 에너지 사용량과 각종 폐기물 발생량이 평균 5% 가량 저감되고, 협력회사의 업무효율이 개선되고 각종 글로벌 환경규제에 대한 대응능력도 보다 강화될 것으로 기대하고 있다.

또 오랜 기간 축적해 온 녹색경영 기술과 노하우를 협력회사에 전파함으로써 녹색분야에서 동반성장을 이룰 것으로 기대하고 있으며, 기자재 협력회사의 녹색성장은 국내 조선산업의 경쟁력 강화에도 기여하게 될 것으로 보고 있다.

<사진설명>삼성중공업은 지난 1월 25일 가야중공업 등 20여개 주요 협력사와 함께 대중소 그린파트너십 협약을 체결했다. ［사진제공=삼성중공업］
이외에도 삼성중공업은 동반성장 협약 체결, 물품대금 조기지급 등을 통해 협력사 및 기자재업체와의 상생을 이어가고 있다. 지난 해까지 기업은행과 함께 약 3000억원 규모의 동반성장 펀드를 조성해 협력회사가 기준 금리보다 낮은 이율로 대출받을 수 있도록 돕고 있다. 

또 하도급 대금 지급 횟수를 월 3회로 늘려 현금으로 지급하고, 명절 때에는 물품대금을 당초 지급일보다 1주일 빨리 지급하는 등 협력사들아 자금난을 최소화할 수 있도록 배려하고 있다. 

삼성중공업 관계자는 ""지난 2011년 삼성그룹 계열사와 공동으로 협력사 동반성장 협약을 체결했고 지난 해 3월에도 1,2차 협력사와 함께 공정거래 및 동반성장 협약을 맺은 바 있다""며 ""앞으로도 협력사와의 상생 발전을 위해 힘쓸 것""이라고 말했다. 

sjp10@heraldcorp.com"	http://biz.heraldcorp.com/view.php?ud=20130515000623	['https://cdn-haystack.snek.ai/news/economy/2013/05/20/321663928952295452/000-facd6952a55888c199e65e7414097a3d0dc91c61.jpg']	2013-05-20
12.360958	321619287943024696	news	economy	"""가야중공업"""	"""가야중공업"""	이데일리		CRS↓ 중공업+에셋스왑vs부채스왑..FX스왑↓ 불안감지속	"- IRS약보합, 채권연동 비교적 조용..달러-원 흐름이 CRS시장 좌우할 듯

[이데일리 김남현 기자] CRS금리가 하락했다. 중공업과 에셋스왑물량이 나오며 장중 6~7bp까지 하락했지만 이후 부채스왑에 따라 장중 낙폭을 줄였다. 3년부터 5년물까지 이같은 물량이 부딪침에 따라 거래도 많았다. 단기구간인 FX스왑시장도 힘없이 떨어지며 여전히 불안한 모습을 연출했다. 꼬인 은행들 포지션이 여전히 풀리지 않고 있는 것으로 추정된다.

IRS금리는 소폭 상승했다. 채권시장에 연동하는 모습으로 비교적 조용했다.

스왑시장 참여자들은 달러-원 흐름이 CRS시장을 좌우할 것으로 내다봤다. 달러-원이 1120원 위로 오를 경우 중공업물량이, 하락세를 지속할 경우 대기하고 있던 라이어빌리티스왑 물량이 나올 가능성이 높기 때문이라고 예측했다.

24일 스왑시장에 따르면 IRS금리가 전구간에서 0.5~1bp 정도씩 올랐다. 1년물이 2.67%, 3년물이 2.62%, 5년물이 2.66%를 기록하며 1bp씩 상승했다. 7년물과 10년물은 약보합세를 보이며 2.74%와 2.85%를 보였다.

본드스왑은 10년구간만 1bp 축소된 0bp를 기록했을 뿐 나머지 구간은 전일과 같았다. 1년과 3년구간이 각각 1bp를 보였고, 5년구간은 -2bp를 기록했다.

CRS금리는 1년물이 전장대비 6bp 하락한 1.69%를 기록했다. 반면 2년 이상구간에서는 1~3bp씩 떨어졌다. 2년물이 2bp 내린 1.52%를, 3년물이 3bp 내려 1.52%를 보였다. 5년물과 7년물, 10년물도 2bp씩 하락해 1.56%와 1.60%, 1.75%로 거래를 마쳤다.

FX스왑도 비교적 큰 폭으로 떨어졌다. 1주일물이 25전으로 전일비 4전 하락했고, 1개월물이 1.30원으로 전일비 25전 하락했다. 3개월물도 4.05원을 보여 어제보다 40전이 내렸다.

스왑베이시스는 사흘째 확대됐다(1년물 기준). 1년테너가 7bp 벌어진 -98bp를, 3년테너가 4bp 와이든돼 -110bp를 보였다.

한 외국계은행 스왑딜러는 ""IRS시장이 채권 움직임과 비슷했다. 금리가 단기쪽은 1bp 정도 7년부터는 0.5bp 가량 올랐지만 의미있는 수준은 아니다. 다만 채권영향인지 장기물쪽엔 오퍼가 지속적으로 있었다""며 ""CRS는 업체물량이 나오며 오전장중에 6~7bp 하락했다 막판에 회복하며 끝났다. 1년물은 포워드 영향으로 6bp 떨어졌다""고 전했다.

또다른 외국계은행 스왑딜러는 ""IRS시장이 채권흐름과 연동해 조용한 편이었다. 새로 들어오는 물량도 많지 않았다. 단기가 1bp 장기가 0.5bp 정도 금리가 올랐지만 의미를 두기 어렵다""며 ""CRS시장은 중공업과 에셋스왑, 라이어빌리티스왑 물량등이 3년에서 5년구간으로 나오며 거래가 많았다. 중공업과 에셋이 먼저 나오면 금리가 많이 하락했지만 이후 라이어빌리티가 나와 금리하락폭을 만회했다. 단기 FX스왑도 힘없이 빠진 모습이다""고 말했다.

그는 이어 ""부채스왑 큰게 하나 지나갔다. 관건은 달러-원 흐름일 것으로 보인다. 달러-원이 1120원 위로 가면 중공업이 지속적으로 나와 CRS금리가 빠질수 있겠지만 환율이 하락한다면 대기하고 있는 부채스왑이 나올 수 있어서다""며 ""FX스왑이 1주일물부터 힘없이 빠진 것을 보면 단순히 중공업물량 영향만은 아닌 듯 싶다. 플로우 말고 은행 포지션이 꼬여있는 것으로 보여 여전히 충분히 회복된 것 같지는 않다. 좀더 지켜볼 필요가 있겠다""고 덧붙였다.

김남현 (kimnh21c@edaily.co.kr)

 

▶ 당신의 생활 속 언제 어디서나 이데일리 ''
 
▶ 실시간 뉴스와 속보 ' | 모바일 주식 매매 '
▶ 전문가를 위한 국내 최상의 금융정보단말기 '
▶ 증권전문가방송 '', 고객상담센터 1666-2200 |"	http://www.edaily.co.kr/news/newspath.asp?newsid=02722406602779400	['https://cdn-haystack.snek.ai/news/economy/2013/04/24/321619287943024696/000-2b2be9bd670f55d49f5f34a5e1877590bbc8d258.jpg']	2013-04-24
130.35248	435220723657740424	news	economy	"""가야중공업"""	"""가야중공업"""	이데일리	신상건	가야중공업, 매각 본입찰에 1곳 참여	"[이데일리 신상건 기자] 네번째 매각을 시도 중인 선박부품 제조업체 가야중공업 매각 본입찰에 1곳이 참여했다.

5일 투자은행(IB)업계에 따르면 가야중공업이 이날 계열사인 삼화조선·동일조선 등에 대한 매각 본입찰을 실시한 결과 1곳이 인수의향을 밝혔다. 매각 측은 인수 후보자를 대상으로 우선협상대상자 선정 여부를 결정할 예정이다. 

가야중공업은 1997년 설립됐고 조선·해양 블록을 제작하고 있다. 또 대우조선해양과 삼성중공업의 주요 협력사다. 가야중공업은 2014년에 불어닥친 조선업황 악화 이후 발주처인 삼성중공업이 발주물량을 회수하면서 경영난을 겪어왔다. 결국 지난해 6월 법원에 법정관리를 신청했다. 지난해 매출은 153억원, 영업손실 113억원을 기록했다. 

앞서 가야중공업은 법정관리 이후 세 차례에 걸쳐 인수자를 찾았지만 모두 실패했다. 이번 매각에 성공할 경우 경영을 겪고 있는 가야중공업의 숨통이 다소 트일 전망이다. 

글로벌 조선업계는 저유가와 경기 침체로 2년 연속 발주량이 감소하고 있다. 특히 중소형 조선소의 수주량의 경우 2014년과 비교해 수주량이 절반 이상 줄었다. 지난해 수주량은 64만6000GT를 기록했다. 

하지만 최근 들어 그리스 등에서 새로운 선박 수주 수요 창출이 예상되면서 중소형 조선업체들에게 긍정적으로 작용할 것이라는 분석도 나온다. 내년 중 LR1·LR2·MR 등 탱커 신주 발조가 늘어날 것으로 전망되기 때문이다.

신상건 (adonis@edaily.co.kr)"	http://www.edaily.co.kr/news/newspath.asp?newsid=04018006612809968	[]	2016-10-05
